"Popolazione residente per età e sesso al 1° gennaio 2025 (dati provvisori)"
"Codice comune";"Comune";"Età";"Totale maschi";"Totale femmine";"Totale"
"012061";"Curiglia con Monteviasco";21;0;0;0
"012061";"Curiglia con Monteviasco";22;1;2;3
"012061";"Curiglia con Monteviasco";23;0;0;0
"012061";"Curiglia con Monteviasco";24;1;0;1
"012061";"Curiglia con Monteviasco";25;0;1;1
"012061";"Curiglia con Monteviasco";26;0;1;1
"012061";"Curiglia con Monteviasco";27;0;0;0
"012061";"Curiglia con Monteviasco";28;1;0;1
"012061";"Curiglia con Monteviasco";29;2;2;4
"012061";"Curiglia con Monteviasco";30;0;0;0
"012061";"Curiglia con Monteviasco";31;0;0;0
"012061";"Curiglia con Monteviasco";32;0;0;0
"012061";"Curiglia con Monteviasco";33;0;2;2
"012061";"Curiglia con Monteviasco";34;3;0;3
"012061";"Curiglia con Monteviasco";35;2;0;2
"012061";"Curiglia con Monteviasco";36;1;1;2
"012061";"Curiglia con Monteviasco";37;3;0;3
"012061";"Curiglia con Monteviasco";38;3;2;5
"012061";"Curiglia con Monteviasco";39;1;1;2
"012061";"Curiglia con Monteviasco";40;0;0;0
"012061";"Curiglia con Monteviasco";41;1;1;2
"012061";"Curiglia con Monteviasco";42;0;1;1
"012061";"Curiglia con Monteviasco";43;0;1;1
"012061";"Curiglia con Monteviasco";44;2;0;2
"012061";"Curiglia con Monteviasco";45;1;1;2
"012061";"Curiglia con Monteviasco";46;1;0;1
"012061";"Curiglia con Monteviasco";47;1;1;2
"012061";"Curiglia con Monteviasco";48;0;2;2
"012061";"Curiglia con Monteviasco";49;0;1;1
"012061";"Curiglia con Monteviasco";50;0;1;1
"012061";"Curiglia con Monteviasco";51;1;1;2
"012061";"Curiglia con Monteviasco";52;1;0;1
"012061";"Curiglia con Monteviasco";53;1;0;1
"012061";"Curiglia con Monteviasco";54;1;0;1
"012061";"Curiglia con Monteviasco";55;1;1;2
"012061";"Curiglia con Monteviasco";56;0;0;0
"012061";"Curiglia con Monteviasco";57;1;1;2
"012061";"Curiglia con Monteviasco";58;1;2;3
"012061";"Curiglia con Monteviasco";59;0;1;1
"012061";"Curiglia con Monteviasco";60;2;2;4
"012061";"Curiglia con Monteviasco";61;3;0;3
"012061";"Curiglia con Monteviasco";62;3;0;3
"012061";"Curiglia con Monteviasco";63;3;2;5
"012061";"Curiglia con Monteviasco";64;1;0;1
"012061";"Curiglia con Monteviasco";65;2;0;2
"012061";"Curiglia con Monteviasco";66;1;2;3
"012061";"Curiglia con Monteviasco";67;1;2;3
"012061";"Curiglia con Monteviasco";68;2;0;2
"012061";"Curiglia con Monteviasco";69;2;2;4
"012061";"Curiglia con Monteviasco";70;0;0;0
"012061";"Curiglia con Monteviasco";71;1;1;2
"012061";"Curiglia con Monteviasco";72;1;0;1
"012061";"Curiglia con Monteviasco";73;4;1;5
"012061";"Curiglia con Monteviasco";74;2;2;4
"012061";"Curiglia con Monteviasco";75;1;0;1
"012061";"Curiglia con Monteviasco";76;1;0;1
"012061";"Curiglia con Monteviasco";77;2;3;5
"012061";"Curiglia con Monteviasco";78;1;1;2
"012061";"Curiglia con Monteviasco";79;1;0;1
"012061";"Curiglia con Monteviasco";80;1;1;2
"012061";"Curiglia con Monteviasco";81;1;0;1
"012061";"Curiglia con Monteviasco";82;0;1;1
"012061";"Curiglia con Monteviasco";83;1;1;2
"012061";"Curiglia con Monteviasco";84;0;1;1
"012061";"Curiglia con Monteviasco";85;0;2;2
"012061";"Curiglia con Monteviasco";86;0;0;0
"012061";"Curiglia con Monteviasco";87;0;1;1
"012061";"Curiglia con Monteviasco";88;1;0;1
"012061";"Curiglia con Monteviasco";89;1;0;1
"012061";"Curiglia con Monteviasco";90;1;0;1
"012061";"Curiglia con Monteviasco";91;0;0;0
"012061";"Curiglia con Monteviasco";92;0;0;0
"012061";"Curiglia con Monteviasco";93;0;0;0
"012061";"Curiglia con Monteviasco";94;0;0;0
"012061";"Curiglia con Monteviasco";95;0;0;0
"012061";"Curiglia con Monteviasco";96;0;0;0
"012061";"Curiglia con Monteviasco";97;0;0;0
"012061";"Curiglia con Monteviasco";98;0;0;0
"012061";"Curiglia con Monteviasco";99;0;0;0
"012061";"Curiglia con Monteviasco";100;0;0;0
"012061";"Curiglia con Monteviasco";999;81;60;141
"012062";"Cuveglio";0;11;16;27
"012062";"Cuveglio";1;7;15;22
"012062";"Cuveglio";2;10;12;22
"012062";"Cuveglio";3;9;13;22
"012062";"Cuveglio";4;17;15;32
"012062";"Cuveglio";5;17;16;33
"012062";"Cuveglio";6;11;12;23
"012062";"Cuveglio";7;10;10;20
"012062";"Cuveglio";8;18;11;29
"012062";"Cuveglio";9;23;8;31
"012062";"Cuveglio";10;7;19;26
"012062";"Cuveglio";11;20;18;38
"012062";"Cuveglio";12;13;16;29
"012062";"Cuveglio";13;19;15;34
"012062";"Cuveglio";14;17;20;37
"012062";"Cuveglio";15;19;25;44
"012062";"Cuveglio";16;20;16;36
"012062";"Cuveglio";17;13;20;33
"012062";"Cuveglio";18;16;19;35
"012062";"Cuveglio";19;21;16;37
"012062";"Cuveglio";20;16;17;33
"012062";"Cuveglio";21;21;12;33
"012062";"Cuveglio";22;16;16;32
"012062";"Cuveglio";23;9;11;20
"012062";"Cuveglio";24;14;20;34
"012062";"Cuveglio";25;19;18;37
"012062";"Cuveglio";26;11;14;25
"012062";"Cuveglio";27;16;20;36
"012062";"Cuveglio";28;21;14;35
"012062";"Cuveglio";29;18;22;40
"012062";"Cuveglio";30;13;12;25
"012062";"Cuveglio";31;18;18;36
"012062";"Cuveglio";32;18;21;39
"012062";"Cuveglio";33;9;27;36
"012062";"Cuveglio";34;23;16;39
"012062";"Cuveglio";35;19;20;39
"012062";"Cuveglio";36;16;13;29
"012062";"Cuveglio";37;24;15;39
"012062";"Cuveglio";38;16;16;32
"012062";"Cuveglio";39;18;23;41
"012062";"Cuveglio";40;29;15;44
"012062";"Cuveglio";41;16;21;37
"012062";"Cuveglio";42;23;18;41
"012062";"Cuveglio";43;16;26;42
"012062";"Cuveglio";44;21;14;35
"012062";"Cuveglio";45;21;19;40
"012062";"Cuveglio";46;13;29;42
"012062";"Cuveglio";47;28;26;54
"012062";"Cuveglio";48;29;26;55
"012062";"Cuveglio";49;32;25;57
"012062";"Cuveglio";50;30;34;64
"012062";"Cuveglio";51;24;28;52
"012062";"Cuveglio";52;35;35;70
"012062";"Cuveglio";53;20;25;45
"012062";"Cuveglio";54;31;15;46
"012062";"Cuveglio";55;24;29;53
"012062";"Cuveglio";56;34;33;67
"012062";"Cuveglio";57;34;26;60
"012062";"Cuveglio";58;28;25;53
"012062";"Cuveglio";59;23;26;49
"012062";"Cuveglio";60;26;32;58
"012062";"Cuveglio";61;21;29;50
"012062";"Cuveglio";62;28;32;60
"012062";"Cuveglio";63;25;34;59
"012062";"Cuveglio";64;20;25;45
"012062";"Cuveglio";65;24;26;50
"012062";"Cuveglio";66;19;21;40
"012062";"Cuveglio";67;25;21;46
"012062";"Cuveglio";68;26;23;49
"012062";"Cuveglio";69;19;21;40
"012062";"Cuveglio";70;23;20;43
"012062";"Cuveglio";71;21;23;44
"012062";"Cuveglio";72;19;18;37
"012062";"Cuveglio";73;18;20;38
"012062";"Cuveglio";74;13;25;38
"012062";"Cuveglio";75;21;18;39
"012062";"Cuveglio";76;15;16;31
"012062";"Cuveglio";77;11;15;26
"012062";"Cuveglio";78;14;7;21
"012062";"Cuveglio";79;9;13;22
"012062";"Cuveglio";80;4;14;18
"012062";"Cuveglio";81;14;18;32
"012062";"Cuveglio";82;10;15;25
"012062";"Cuveglio";83;4;12;16
"012062";"Cuveglio";84;3;15;18
"012062";"Cuveglio";85;6;8;14
"012062";"Cuveglio";86;7;12;19
"012062";"Cuveglio";87;6;10;16
"012062";"Cuveglio";88;8;10;18
"012062";"Cuveglio";89;3;12;15
"012062";"Cuveglio";90;2;5;7
"012062";"Cuveglio";91;1;4;5
"012062";"Cuveglio";92;1;4;5
"012062";"Cuveglio";93;3;6;9
"012062";"Cuveglio";94;0;4;4
"012062";"Cuveglio";95;0;3;3
"012062";"Cuveglio";96;0;2;2
"012062";"Cuveglio";97;0;2;2
"012062";"Cuveglio";98;0;0;0
"012062";"Cuveglio";99;0;0;0
"012062";"Cuveglio";100;0;1;1
"012062";"Cuveglio";999;1613;1748;3361
"012063";"Cuvio";0;4;5;9
"012063";"Cuvio";1;5;4;9
"012063";"Cuvio";2;4;4;8
"012063";"Cuvio";3;7;6;13
"012063";"Cuvio";4;2;6;8
"012063";"Cuvio";5;3;9;12
"012063";"Cuvio";6;7;5;12
"012063";"Cuvio";7;4;5;9
"012063";"Cuvio";8;7;3;10
"012063";"Cuvio";9;7;6;13
"012063";"Cuvio";10;3;6;9
"012063";"Cuvio";11;6;12;18
"012063";"Cuvio";12;1;7;8
"012063";"Cuvio";13;4;7;11
"012063";"Cuvio";14;6;7;13
"012063";"Cuvio";15;9;6;15
"012063";"Cuvio";16;6;7;13
"012063";"Cuvio";17;9;6;15
"012063";"Cuvio";18;13;12;25
"012063";"Cuvio";19;13;13;26
"012063";"Cuvio";20;6;11;17
"012063";"Cuvio";21;11;9;20
"012063";"Cuvio";22;14;10;24
"012063";"Cuvio";23;13;9;22
"012063";"Cuvio";24;13;11;24
"012063";"Cuvio";25;14;10;24
"012063";"Cuvio";26;9;13;22
"012063";"Cuvio";27;16;10;26
"012063";"Cuvio";28;13;8;21
"012063";"Cuvio";29;12;11;23
"012063";"Cuvio";30;8;5;13
"012063";"Cuvio";31;8;7;15
"012063";"Cuvio";32;13;9;22
"012063";"Cuvio";33;9;10;19
"012063";"Cuvio";34;11;14;25
"012063";"Cuvio";35;12;6;18
"012063";"Cuvio";36;13;9;22
"012063";"Cuvio";37;11;12;23
"012063";"Cuvio";38;10;5;15
"012063";"Cuvio";39;5;10;15
"012063";"Cuvio";40;12;5;17
"012063";"Cuvio";41;9;10;19
"012063";"Cuvio";42;12;10;22
"012063";"Cuvio";43;8;6;14
"012063";"Cuvio";44;18;16;34
"012063";"Cuvio";45;14;18;32
"012063";"Cuvio";46;13;13;26
"012063";"Cuvio";47;10;13;23
"012063";"Cuvio";48;9;7;16
"012063";"Cuvio";49;13;10;23
"012063";"Cuvio";50;10;14;24
"012063";"Cuvio";51;21;15;36
"012063";"Cuvio";52;16;20;36
"012063";"Cuvio";53;11;14;25
"012063";"Cuvio";54;16;12;28
"012063";"Cuvio";55;11;18;29
"012063";"Cuvio";56;22;21;43
"012063";"Cuvio";57;17;17;34
"012063";"Cuvio";58;15;7;22
"012063";"Cuvio";59;12;18;30
"012063";"Cuvio";60;14;11;25
"012063";"Cuvio";61;13;13;26
"012063";"Cuvio";62;12;13;25
"012063";"Cuvio";63;17;11;28
"012063";"Cuvio";64;16;13;29
"012063";"Cuvio";65;11;15;26
"012063";"Cuvio";66;12;5;17
"012063";"Cuvio";67;9;8;17
"012063";"Cuvio";68;13;8;21
"012063";"Cuvio";69;15;10;25
"012063";"Cuvio";70;8;10;18
"012063";"Cuvio";71;7;10;17
"012063";"Cuvio";72;5;8;13
"012063";"Cuvio";73;8;8;16
"012063";"Cuvio";74;2;9;11
"012063";"Cuvio";75;9;11;20
"012063";"Cuvio";76;6;16;22
"012063";"Cuvio";77;6;6;12
"012063";"Cuvio";78;11;9;20
"012063";"Cuvio";79;6;7;13
"012063";"Cuvio";80;4;7;11
"012063";"Cuvio";81;10;12;22
"012063";"Cuvio";82;7;9;16
"012063";"Cuvio";83;8;6;14
"012063";"Cuvio";84;6;4;10
"012063";"Cuvio";85;5;6;11
"012063";"Cuvio";86;2;3;5
"012063";"Cuvio";87;2;5;7
"012063";"Cuvio";88;1;4;5
"012063";"Cuvio";89;0;3;3
"012063";"Cuvio";90;0;4;4
"012063";"Cuvio";91;1;5;6
"012063";"Cuvio";92;1;2;3
"012063";"Cuvio";93;2;5;7
"012063";"Cuvio";94;2;0;2
"012063";"Cuvio";95;0;4;4
"012063";"Cuvio";96;0;1;1
"012063";"Cuvio";97;0;1;1
"012063";"Cuvio";98;0;1;1
"012063";"Cuvio";99;0;0;0
"012063";"Cuvio";100;0;1;1
"012063";"Cuvio";999;861;873;1734
"012064";"Daverio";0;6;9;15
"012064";"Daverio";1;10;7;17
"012064";"Daverio";2;13;4;17
"012064";"Daverio";3;12;12;24
"012064";"Daverio";4;10;9;19
"012064";"Daverio";5;11;5;16
"012064";"Daverio";6;10;15;25
"012064";"Daverio";7;6;3;9
"012064";"Daverio";8;12;8;20
"012064";"Daverio";9;16;11;27
"012064";"Daverio";10;11;9;20
"012064";"Daverio";11;22;12;34
"012064";"Daverio";12;14;15;29
"012064";"Daverio";13;22;14;36
"012064";"Daverio";14;13;17;30
"012064";"Daverio";15;15;15;30
"012064";"Daverio";16;14;11;25
"012064";"Daverio";17;16;18;34
"012064";"Daverio";18;10;16;26
"012064";"Daverio";19;20;12;32
"012064";"Daverio";20;18;10;28
"012064";"Daverio";21;13;20;33
"012064";"Daverio";22;17;18;35
"012064";"Daverio";23;16;14;30
"012064";"Daverio";24;16;18;34
"012064";"Daverio";25;12;12;24
"012064";"Daverio";26;9;19;28
"012064";"Daverio";27;17;21;38
"012064";"Daverio";28;23;11;34
"012064";"Daverio";29;20;16;36
"012064";"Daverio";30;19;19;38
"012064";"Daverio";31;20;12;32
"012064";"Daverio";32;9;22;31
"012064";"Daverio";33;18;13;31
"012064";"Daverio";34;15;21;36
"012064";"Daverio";35;13;11;24
"012064";"Daverio";36;10;13;23
"012064";"Daverio";37;17;12;29
"012064";"Daverio";38;12;10;22
"012064";"Daverio";39;16;10;26
"012064";"Daverio";40;14;9;23
"012064";"Daverio";41;10;13;23
"012064";"Daverio";42;19;15;34
"012064";"Daverio";43;23;14;37
"012064";"Daverio";44;17;21;38
"012064";"Daverio";45;20;25;45
"012064";"Daverio";46;19;27;46
"012064";"Daverio";47;25;22;47
"012064";"Daverio";48;22;22;44
"012064";"Daverio";49;20;35;55
"012064";"Daverio";50;21;23;44
"012064";"Daverio";51;25;27;52
"012064";"Daverio";52;29;26;55
"012064";"Daverio";53;44;29;73
"012064";"Daverio";54;23;18;41
"012064";"Daverio";55;28;26;54
"012064";"Daverio";56;26;26;52
"012064";"Daverio";57;26;27;53
"012064";"Daverio";58;33;27;60
"012064";"Daverio";59;20;26;46
"012064";"Daverio";60;31;25;56
"012064";"Daverio";61;18;29;47
"012064";"Daverio";62;29;27;56
"012064";"Daverio";63;28;29;57
"012064";"Daverio";64;24;22;46
"012064";"Daverio";65;23;23;46
"012064";"Daverio";66;18;22;40
"012064";"Daverio";67;15;27;42
"012064";"Daverio";68;13;19;32
"012064";"Daverio";69;15;18;33
"012064";"Daverio";70;12;17;29
"012064";"Daverio";71;17;18;35
"012064";"Daverio";72;21;18;39
"012064";"Daverio";73;20;16;36
"012064";"Daverio";74;15;16;31
"012064";"Daverio";75;12;20;32
"012064";"Daverio";76;14;12;26
"012064";"Daverio";77;10;12;22
"012064";"Daverio";78;15;17;32
"012064";"Daverio";79;8;10;18
"012064";"Daverio";80;18;14;32
"012064";"Daverio";81;13;9;22
"012064";"Daverio";82;17;10;27
"012064";"Daverio";83;8;10;18
"012064";"Daverio";84;6;12;18
"012064";"Daverio";85;6;19;25
"012064";"Daverio";86;6;10;16
"012064";"Daverio";87;8;11;19
"012064";"Daverio";88;4;9;13
"012064";"Daverio";89;5;11;16
"012064";"Daverio";90;1;7;8
"012064";"Daverio";91;1;6;7
"012064";"Daverio";92;1;8;9
"012064";"Daverio";93;2;5;7
"012064";"Daverio";94;2;6;8
"012064";"Daverio";95;0;5;5
"012064";"Daverio";96;1;2;3
"012064";"Daverio";97;0;2;2
"012064";"Daverio";98;0;0;0
"012064";"Daverio";99;0;0;0
"012064";"Daverio";100;0;0;0
"012064";"Daverio";999;1494;1535;3029
"012065";"Dumenza";0;5;4;9
"012065";"Dumenza";1;2;7;9
"012065";"Dumenza";2;3;4;7
"012065";"Dumenza";3;7;8;15
"012065";"Dumenza";4;5;6;11
"012065";"Dumenza";5;5;2;7
"012065";"Dumenza";6;8;2;10
"012065";"Dumenza";7;5;5;10
"012065";"Dumenza";8;7;6;13
"012065";"Dumenza";9;10;6;16
"012065";"Dumenza";10;11;8;19
"012065";"Dumenza";11;11;9;20
"012065";"Dumenza";12;4;11;15
"012065";"Dumenza";13;3;7;10
"012065";"Dumenza";14;14;3;17
"012065";"Dumenza";15;5;9;14
"012065";"Dumenza";16;6;9;15
"012065";"Dumenza";17;11;7;18
"012065";"Dumenza";18;8;13;21
"012065";"Dumenza";19;8;6;14
"012065";"Dumenza";20;5;9;14
"012065";"Dumenza";21;3;10;13
"012065";"Dumenza";22;2;4;6
"012065";"Dumenza";23;6;10;16
"012065";"Dumenza";24;5;5;10
"012065";"Dumenza";25;3;7;10
"012065";"Dumenza";26;6;4;10
"012065";"Dumenza";27;10;6;16
"012065";"Dumenza";28;4;2;6
"012065";"Dumenza";29;4;5;9
"012065";"Dumenza";30;5;5;10
"012065";"Dumenza";31;8;2;10
"012065";"Dumenza";32;12;12;24
"012065";"Dumenza";33;7;6;13
"012065";"Dumenza";34;7;11;18
"012065";"Dumenza";35;4;11;15
"012065";"Dumenza";36;6;13;19
"012065";"Dumenza";37;10;4;14
"012065";"Dumenza";38;14;7;21
"012065";"Dumenza";39;10;6;16
"012065";"Dumenza";40;10;10;20
"012065";"Dumenza";41;10;8;18
"012065";"Dumenza";42;7;6;13
"012065";"Dumenza";43;11;11;22
"012065";"Dumenza";44;5;11;16
"012065";"Dumenza";45;10;5;15
"012065";"Dumenza";46;14;9;23
"012065";"Dumenza";47;14;9;23
"012065";"Dumenza";48;11;12;23
"012065";"Dumenza";49;13;8;21
"012065";"Dumenza";50;13;10;23
"012065";"Dumenza";51;13;10;23
"012065";"Dumenza";52;13;14;27
"012065";"Dumenza";53;10;11;21
"012065";"Dumenza";54;14;11;25
"012065";"Dumenza";55;12;11;23
"012065";"Dumenza";56;12;7;19
"012065";"Dumenza";57;12;13;25
"012065";"Dumenza";58;13;13;26
"012065";"Dumenza";59;13;20;33
"012065";"Dumenza";60;12;12;24
"012065";"Dumenza";61;11;13;24
"012065";"Dumenza";62;11;19;30
"012065";"Dumenza";63;5;6;11
"012065";"Dumenza";64;3;14;17
"012065";"Dumenza";65;6;11;17
"012065";"Dumenza";66;9;7;16
"012065";"Dumenza";67;8;7;15
"012065";"Dumenza";68;15;14;29
"012065";"Dumenza";69;13;6;19
"012065";"Dumenza";70;5;7;12
"012065";"Dumenza";71;7;10;17
"012065";"Dumenza";72;6;10;16
"012065";"Dumenza";73;14;11;25
"012065";"Dumenza";74;9;6;15
"012065";"Dumenza";75;7;6;13
"012065";"Dumenza";76;5;8;13
"012065";"Dumenza";77;10;4;14
"012065";"Dumenza";78;10;9;19
"012065";"Dumenza";79;11;2;13
"012065";"Dumenza";80;3;7;10
"012065";"Dumenza";81;8;7;15
"012065";"Dumenza";82;3;8;11
"012065";"Dumenza";83;5;7;12
"012065";"Dumenza";84;7;5;12
"012065";"Dumenza";85;7;4;11
"012065";"Dumenza";86;1;3;4
"012065";"Dumenza";87;2;2;4
"012065";"Dumenza";88;1;7;8
"012065";"Dumenza";89;1;2;3
"012065";"Dumenza";90;1;3;4
"012065";"Dumenza";91;0;1;1
"012065";"Dumenza";92;0;3;3
"012065";"Dumenza";93;0;2;2
"012065";"Dumenza";94;0;2;2
"012065";"Dumenza";95;0;0;0
"012065";"Dumenza";96;0;0;0
"012065";"Dumenza";97;0;0;0
"012065";"Dumenza";98;0;0;0
"012065";"Dumenza";99;0;0;0
"012065";"Dumenza";100;0;1;1
"012065";"Dumenza";999;715;726;1441
"012066";"Duno";0;0;1;1
"012066";"Duno";1;3;1;4
"012066";"Duno";2;0;1;1
"012066";"Duno";3;0;1;1
"012066";"Duno";4;0;0;0
"012066";"Duno";5;2;0;2
"012066";"Duno";6;1;0;1
"012066";"Duno";7;0;0;0
"012066";"Duno";8;0;0;0
"012066";"Duno";9;0;1;1
"012066";"Duno";10;0;0;0
"012066";"Duno";11;1;0;1
"012066";"Duno";12;0;1;1
"012066";"Duno";13;4;0;4
"012066";"Duno";14;0;2;2
"012066";"Duno";15;0;1;1
"012066";"Duno";16;1;0;1
"012066";"Duno";17;0;0;0
"012066";"Duno";18;2;0;2
"012066";"Duno";19;0;0;0
"012066";"Duno";20;0;0;0
"012066";"Duno";21;1;1;2
"012066";"Duno";22;2;0;2
"012066";"Duno";23;1;1;2
"012066";"Duno";24;1;1;2
"012066";"Duno";25;0;0;0
"012066";"Duno";26;0;0;0
"012066";"Duno";27;0;1;1
"012066";"Duno";28;0;0;0
"012066";"Duno";29;2;1;3
"012066";"Duno";30;0;0;0
"012066";"Duno";31;1;2;3
"012066";"Duno";32;2;0;2
"012066";"Duno";33;0;1;1
"012066";"Duno";34;0;1;1
"012066";"Duno";35;1;0;1
"012066";"Duno";36;0;0;0
"012066";"Duno";37;1;2;3
"012066";"Duno";38;0;0;0
"012066";"Duno";39;0;2;2
"012066";"Duno";40;1;1;2
"012066";"Duno";41;3;1;4
"012066";"Duno";42;0;1;1
"012066";"Duno";43;0;0;0
"012066";"Duno";44;1;1;2
"012066";"Duno";45;1;2;3
"012066";"Duno";46;1;0;1
"012066";"Duno";47;1;0;1
"012066";"Duno";48;0;0;0
"012066";"Duno";49;1;1;2
"012066";"Duno";50;2;3;5
"012066";"Duno";51;3;2;5
"012066";"Duno";52;3;2;5
"012066";"Duno";53;3;2;5
"012066";"Duno";54;3;1;4
"012066";"Duno";55;3;0;3
"012066";"Duno";56;2;2;4
"012066";"Duno";57;1;2;3
"012066";"Duno";58;4;1;5
"012066";"Duno";59;2;1;3
"012066";"Duno";60;3;0;3
"012066";"Duno";61;4;1;5
"012066";"Duno";62;2;0;2
"012066";"Duno";63;1;3;4
"012066";"Duno";64;1;2;3
"012066";"Duno";65;4;2;6
"012066";"Duno";66;1;1;2
"012066";"Duno";67;3;0;3
"012066";"Duno";68;1;2;3
"012066";"Duno";69;1;2;3
"012066";"Duno";70;1;0;1
"012066";"Duno";71;1;0;1
"012066";"Duno";72;0;0;0
"012066";"Duno";73;1;0;1
"012066";"Duno";74;1;0;1
"012066";"Duno";75;1;0;1
"012066";"Duno";76;1;0;1
"012066";"Duno";77;0;0;0
"012066";"Duno";78;0;0;0
"012066";"Duno";79;1;0;1
"012066";"Duno";80;0;1;1
"012066";"Duno";81;0;1;1
"012066";"Duno";82;0;0;0
"012066";"Duno";83;0;2;2
"012066";"Duno";84;1;1;2
"012066";"Duno";85;3;0;3
"012066";"Duno";86;0;0;0
"012066";"Duno";87;0;1;1
"012066";"Duno";88;0;0;0
"012066";"Duno";89;0;0;0
"012066";"Duno";90;0;0;0
"012066";"Duno";91;0;0;0
"012066";"Duno";92;0;0;0
"012066";"Duno";93;0;0;0
"012066";"Duno";94;0;0;0
"012066";"Duno";95;0;0;0
"012066";"Duno";96;0;0;0
"012066";"Duno";97;0;0;0
"012066";"Duno";98;0;0;0
"012066";"Duno";99;0;0;0
"012066";"Duno";100;0;0;0
"012066";"Duno";999;93;64;157
"012067";"Fagnano Olona";0;39;27;66
"012067";"Fagnano Olona";1;38;49;87
"012067";"Fagnano Olona";2;52;46;98
"012067";"Fagnano Olona";3;43;42;85
"012067";"Fagnano Olona";4;59;57;116
"012067";"Fagnano Olona";5;50;49;99
"012067";"Fagnano Olona";6;65;42;107
"012067";"Fagnano Olona";7;58;43;101
"012067";"Fagnano Olona";8;51;47;98
"012067";"Fagnano Olona";9;76;68;144
"012067";"Fagnano Olona";10;67;57;124
"012067";"Fagnano Olona";11;78;56;134
"012067";"Fagnano Olona";12;66;54;120
"012067";"Fagnano Olona";13;74;63;137
"012067";"Fagnano Olona";14;67;73;140
"012067";"Fagnano Olona";15;75;63;138
"012067";"Fagnano Olona";16;74;58;132
"012067";"Fagnano Olona";17;73;59;132
"012067";"Fagnano Olona";18;61;64;125
"012067";"Fagnano Olona";19;57;59;116
"012067";"Fagnano Olona";20;72;73;145
"012067";"Fagnano Olona";21;54;72;126
"012067";"Fagnano Olona";22;58;51;109
"012067";"Fagnano Olona";23;59;60;119
"012067";"Fagnano Olona";24;59;71;130
"012067";"Fagnano Olona";25;63;53;116
"012067";"Fagnano Olona";26;67;53;120
"012067";"Fagnano Olona";27;73;60;133
"012067";"Fagnano Olona";28;58;59;117
"012067";"Fagnano Olona";29;67;68;135
"012067";"Fagnano Olona";30;68;60;128
"012067";"Fagnano Olona";31;59;66;125
"012067";"Fagnano Olona";32;60;63;123
"012067";"Fagnano Olona";33;68;68;136
"012067";"Fagnano Olona";34;58;62;120
"012067";"Fagnano Olona";35;58;69;127
"012067";"Fagnano Olona";36;81;64;145
"012067";"Fagnano Olona";37;69;72;141
"012067";"Fagnano Olona";38;69;72;141
"012067";"Fagnano Olona";39;55;60;115
"012067";"Fagnano Olona";40;89;90;179
"012067";"Fagnano Olona";41;97;66;163
"012067";"Fagnano Olona";42;70;74;144
"012067";"Fagnano Olona";43;107;85;192
"012067";"Fagnano Olona";44;83;92;175
"012067";"Fagnano Olona";45;101;88;189
"012067";"Fagnano Olona";46;92;105;197
"012067";"Fagnano Olona";47;97;98;195
"012067";"Fagnano Olona";48;103;108;211
"012067";"Fagnano Olona";49;91;85;176
"012067";"Fagnano Olona";50;105;87;192
"012067";"Fagnano Olona";51;104;103;207
"012067";"Fagnano Olona";52;91;94;185
"012067";"Fagnano Olona";53;112;111;223
"012067";"Fagnano Olona";54;96;88;184
"012067";"Fagnano Olona";55;114;99;213
"012067";"Fagnano Olona";56;96;107;203
"012067";"Fagnano Olona";57;99;109;208
"012067";"Fagnano Olona";58;103;96;199
"012067";"Fagnano Olona";59;90;115;205
"012067";"Fagnano Olona";60;100;94;194
"012067";"Fagnano Olona";61;110;97;207
"012067";"Fagnano Olona";62;83;83;166
"012067";"Fagnano Olona";63;90;71;161
"012067";"Fagnano Olona";64;66;80;146
"012067";"Fagnano Olona";65;88;85;173
"012067";"Fagnano Olona";66;51;93;144
"012067";"Fagnano Olona";67;74;72;146
"012067";"Fagnano Olona";68;68;72;140
"012067";"Fagnano Olona";69;67;62;129
"012067";"Fagnano Olona";70;63;64;127
"012067";"Fagnano Olona";71;55;59;114
"012067";"Fagnano Olona";72;71;75;146
"012067";"Fagnano Olona";73;60;64;124
"012067";"Fagnano Olona";74;50;63;113
"012067";"Fagnano Olona";75;60;64;124
"012067";"Fagnano Olona";76;55;64;119
"012067";"Fagnano Olona";77;50;68;118
"012067";"Fagnano Olona";78;54;60;114
"012067";"Fagnano Olona";79;42;52;94
"012067";"Fagnano Olona";80;54;34;88
"012067";"Fagnano Olona";81;23;38;61
"012067";"Fagnano Olona";82;43;64;107
"012067";"Fagnano Olona";83;39;55;94
"012067";"Fagnano Olona";84;37;45;82
"012067";"Fagnano Olona";85;26;58;84
"012067";"Fagnano Olona";86;29;44;73
"012067";"Fagnano Olona";87;21;38;59
"012067";"Fagnano Olona";88;20;42;62
"012067";"Fagnano Olona";89;19;28;47
"012067";"Fagnano Olona";90;17;27;44
"012067";"Fagnano Olona";91;10;18;28
"012067";"Fagnano Olona";92;8;22;30
"012067";"Fagnano Olona";93;2;18;20
"012067";"Fagnano Olona";94;1;6;7
"012067";"Fagnano Olona";95;2;11;13
"012067";"Fagnano Olona";96;1;7;8
"012067";"Fagnano Olona";97;1;1;2
"012067";"Fagnano Olona";98;0;3;3
"012067";"Fagnano Olona";99;1;2;3
"012067";"Fagnano Olona";100;0;4;4
"012067";"Fagnano Olona";999;6149;6259;12408
"012068";"Ferno";0;26;26;52
"012068";"Ferno";1;19;17;36
"012068";"Ferno";2;26;24;50
"012068";"Ferno";3;22;24;46
